"","gene1","gene2","HGNCID1","HGNCID2","Lin_BP","Lin_CC","Lin_MF","Resnik_BP","Resnik_CC","Resnik_MF","Wang_BP","Wang_CC","Wang_MF","Label"
"734","NR_029911","NM_012310","HGNC:31790","HGNC:13339","0","0","0","0","0","0","0","0","0",0
"735","NG_005142","NM_198542","HGNC:31976","HGNC:30487","0","0","0","0","0","0","0","0","0",0
"736","NG_001333","NM_015658","HGNC:12228","HGNC:24517","0","0","0","0","0","0","0","0","0",0
"737","NM_032433","NM_014240","HGNC:15624","HGNC:6612","0","0","0","0","0","0","0","0","0.214",0
"738","NM_003106","NM_006573","HGNC:11195","HGNC:11929","0.307","0.423","0.341","0.108","0.05","0.036","0.292","0.606","0.51",0
"739","NM_006374","NM_021259","HGNC:11404","HGNC:17205","0","0.51","1","0","0.137","0.067","0.383","0.604","0.665",0
"740","NM_002831","NM_001103161","HGNC:9658","HGNC:28819","0","0.216","0","0","0.053","0","0","0.457","0",0
"741","NM_001135659","NG_000861","HGNC:8008","HGNC:4292","0","0","0","0","0","0","0","0","0",0
"742","NM_207454","NM_001242680","HGNC:34412","HGNC:32464","0","0","0","0","0","0","0","0","0",0
"743","NM_024778","NM_006658","HGNC:21152","HGNC:16973","0","0","0","0","0","0","0","0","0",0
"744","NM_203296","NM_012430","HGNC:16278","HGNC:20260","0","0","1","0","0","0.067","0","0","1",0
"745","NM_012253","NM_003935","HGNC:11835","HGNC:11993","0","0","0","0","0","0","0","0","0",0
"746","NM_152335","NM_004888","HGNC:26763","HGNC:864","0","0.642","0.35","0","0.117","0.067","0","0.676","0.606",0
"747","NG_008380","NR_003334","HGNC:31685","HGNC:33086","0","0","0","0","0","0","0","0","0",0
"748","NM_152306","NM_002763","HGNC:12557","HGNC:9459","0","0","0","0","0","0","0","0","0",0
"749","NM_015310","NM_199350","HGNC:19093","HGNC:23677","0","0","0","0","0","0","0","0","0",0
"750","NM_014409","NM_138376","HGNC:17304","HGNC:19274","0.081","0.79","1","0.028","0.184","0.067","0.103","0.844","1",0
"751","NM_004554","NM_017880","HGNC:7778","HGNC:26056","0","0.643","1","0","0.116","0.067","0","0.727","1",0
"752","NR_029490","NM_182610","HGNC:31575","HGNC:25394","0","0","0","0","0","0","0","0","0",0
"753","NM_033557","NM_001080483","HGNC:30511","HGNC:33778","0","0","0","0","0","0","0","0","0",0
"754","NM_016153","NM_020354","HGNC:29603","HGNC:19745","0","0.252","0","0","0.07","0","0","0.391","0",0
"755","NM_022135","NR_038199","HGNC:17648","HGNC:48649","0","0","0","0","0","0","0","0","0",0
"756","NM_001012980","NM_001128636","HGNC:27992","HGNC:33154","0","0","0","0","0","0","0","0","0",0
"757","NM_024069","NM_001085481","HGNC:28420","HGNC:34390","0","0","0","0","0","0","0","0","0",0
"758","NR_003691","NM_032029","HGNC:33555","HGNC:24692","0","0","0","0","0","0","0","0","0",0
"759","NM_004732","NM_001099678","HGNC:6230","HGNC:26968","0","0","0","0","0","0","0","0","0",0
"760","NM_001004462","NM_004545","HGNC:14809","HGNC:7695","0","0.372","0","0","0.098","0","0","0.285","0",0
"761","NR_029840","NM_006595","HGNC:31637","HGNC:594","0.415","0","0","0.173","0","0","0.262","0","0",0
"762","NM_172003","NM_014056","HGNC:17907","HGNC:29527","0","0","0","0","0","0","0","0","0",0
"763","NM_001354473","NM_019597","HGNC:48576","HGNC:5042","0","0","0","0","0","0","0","0","0",0
"764","NM_178568","NM_006101","HGNC:21329","HGNC:16909","0.282","0.26","0.436","0.152","0.058","0.044","0.16","0.328","0.607",0
"765","NM_024090","NM_207111","HGNC:15829","HGNC:21698","0.195","0.429","1","0.103","0.092","0.067","0.112","0.591","1",0
"766","NM_032790","NM_138793","HGNC:25896","HGNC:19721","0.277","0.378","0.326","0.123","0.058","0.087","0.155","0.426","0.394",0
"767","NR_030212","NM_001010912","HGNC:32122","HGNC:25707","0","0","0","0","0","0","0","0","0",0
"768","NM_018565","NM_001145440","HGNC:23231","HGNC:33908","0","0","0","0","0","0","0","0","0",0
"769","NM_080593","NM_012206","HGNC:13954","HGNC:17866","0","0.199","0","0","0.053","0","0","0.359","0.383",0
"770","NM_198976","NM_173512","HGNC:15934","HGNC:26836","0","0","0","0","0","0","0","0","0",0
"771","NM_019084","NM_015122","HGNC:23434","HGNC:29002","0","0","0","0","0","0","0","0","0",0
"772","NM_024053","NM_212555","HGNC:18352","HGNC:32249","0","0","0","0","0","0","0","0.141","0",0
"773","NM_001130059","NR_036157","HGNC:792","HGNC:38230","0","0","0","0","0","0","0","0","0",0
"774","NM_201599","NM_017845","HGNC:13054","HGNC:26036","0","1","0.214","0","0.184","0.03","0","1","0.367",0
"775","NM_002874","NM_001190489","HGNC:9813","HGNC:37164","0","0","0","0","0","0","0","0","0",0
"776","NM_183378","NM_032487","HGNC:23080","HGNC:24022","0","0","0","0","0","0","0","0","0",0
"777","NM_032490","NM_003016","HGNC:20356","HGNC:10783","0","0.602","1","0","0.092","0.067","0","0.72","1",0
"778","NM_005788","NM_005815","HGNC:30163","HGNC:20878","0.085","0","0","0.028","0","0","0.109","0","0.214",0
"779","NM_016219","NM_003082","HGNC:6823","HGNC:11134","0.233","0.298","0","0.121","0.068","0","0.204","0.463","0",0
"780","NM_022750","NM_005070","HGNC:21919","HGNC:11029","0","0","0","0","0","0","0.071","0","0",0
"781","NR_002737","NM_022094","HGNC:10210","HGNC:24229","0","0","0","0","0","0","0","0","0",0
"782","NM_057749, NM_004702","NM_016089","HGNC:1590","HGNC:16747","0","0","0","0","0","0","0","0","0",0
"783","NM_002948","NM_197978","HGNC:10306","HGNC:17509","0","0","1","0","0","0.067","0","0","1",0
"784","NM_199072","NM_013438","HGNC:28870","HGNC:12508","0.426","0","0.472","0.229","0","0.067","0.253","0","0.803",0
"785","NM_001318792","NM_024036","HGNC:17735","HGNC:28456","0","1","0","0","0.156","0","0","1","0",0
"786","NG_001019","NM_020684","HGNC:5650","HGNC:23082","0","0","0","0","0","0","0","0","0",0
"787","NM_178126","NM_172251","HGNC:27258","HGNC:16685","0.305","0.48","0.192","0.144","0.176","0.03","0.111","0.152","0.367",0
"788","NM_018184","NR_003086","HGNC:25564","HGNC:28120","0","0","0","0","0","0","0","0","0",0
"789","NM_001042517","NG_001019","HGNC:15480","HGNC:5581","0","0","0","0","0","0","0","0","0",0
"790","NM_002086","NR_001295","HGNC:4566","HGNC:32773","0","0","0","0","0","0","0","0","0",0
"791","NM_005483","NM_004486","HGNC:1910","HGNC:4425","0.279","0.229","0.492","0.156","0.094","0.096","0.246","0.346","0.774",0
"792","NM_001659","NM_001010857","HGNC:654","HGNC:32046","0","0","0","0","0","0","0","0","0",0
"793","NM_025098","NM_001039884","HGNC:23248","HGNC:33875","0","0","0","0","0","0","0","0","0",0
"794","NM_057161","NM_030578","HGNC:20704","HGNC:28636","0.423","0.57","0.589","0.19","0.139","0.058","0.143","0.6","0.771",0
"795","NM_017846","NR_027021","HGNC:30813","HGNC:16458","0","0","0","0","0","0","0","0","0",0
"796","NM_014469","NM_014894","HGNC:17886","HGNC:20152","0","0","0","0","0","0","0","0","0",0
"797","NM_005462","NM_173081","HGNC:6812","HGNC:30964","0","0","0","0","0","0","0","0","0",0
"798","NM_001367868","NM_006758","HGNC:29393","HGNC:12453","0","0.323","0","0","0.071","0","0","0.536","0",0
"799","NM_001171155","NM_144707","HGNC:40038","HGNC:20685","0","0","0","0","0","0","0","0","0",0
"800","NM_145230","NM_016090","HGNC:21723","HGNC:9904","0","0.259","0","0","0.072","0","0","0.376","0.063",0
"801","NM_002739","NM_002577","HGNC:9402","HGNC:8591","0.574","0.727","0.361","0.245","0.121","0.121","0.485","0.845","0.442",1
"802","NM_006247","NM_030768","HGNC:9322","HGNC:15566","0","0.809","1","0","0.132","0.067","0","0.751","1",1
"803","NM_001693","NM_004231","HGNC:854","HGNC:16832","0.924","0.758","0.931","0.449","0.203","0.333","0.929","0.716","0.814",1
"804","NM_014554","NM_152699","HGNC:17927","HGNC:28407","1","1","1","0.485","0.184","0.067","1","1","1",1
"805","NM_001690","NM_001696","HGNC:851","HGNC:857","0.903","0.892","0","0.435","0.297","0","0.868","0.889","0",1
"806","NM_002413","NM_000852","HGNC:7063","HGNC:4638","0.445","0.298","0.549","0.238","0.07","0.241","0.348","0.48","0.724",1
"807","NM_001086","NM_001011709","HGNC:17","HGNC:23492","0","0","0","0","0","0","0","0","0",1
"808","NM_015020","NM_002716","HGNC:29149","HGNC:9303","0.357","0","1","0.208","0","0.067","0.344","0.101","1",1
"809","NM_000929","NM_213600","HGNC:9038","HGNC:27396","0.862","0","0","0.516","0","0","0.845","0.191","0",1
"810","NM_001098521","NM_016245","HGNC:16637","HGNC:22960","0.22","0.591","0","0.105","0.086","0","0.166","0.717","0.177",1
"811","NM_002227","NM_003328","HGNC:6190","HGNC:12434","0.589","0.722","0.304","0.288","0.08","0.04","0.483","0.8","0.458",1
"812","NM_005808","NM_030768","HGNC:16890","HGNC:15566","0","0.353","1","0","0.07","0.067","0","0.244","1",1
"813","NM_020474","NM_004481","HGNC:4123","HGNC:4124","0.922","0.962","0.821","0.543","0.272","0.447","0.923","0.96","0.864",1
"814","NM_005406","NM_212535","HGNC:10251","HGNC:9395","0.541","0.608","0.562","0.234","0.124","0.161","0.44","0.58","0.749",1
"815","NM_006241","NM_181876","HGNC:9288","HGNC:9306","0","0","0.901","0","0","0.282","0","0","0.826",1
"816","NM_001080843","NM_000854","HGNC:33437","HGNC:4642","0","1","0","0","0.274","0","0","1","0",1
"817","NM_000944","NM_005605","HGNC:9314","HGNC:9316","0.533","0.562","0.585","0.251","0.077","0.201","0.498","0.68","0.778",1
"818","NM_172226","NM_015981","HGNC:1470","HGNC:1460","0.548","0.629","0.53","0.22","0.12","0.204","0.519","0.709","0.707",1
"819","NM_002496","NM_007103","HGNC:7715","HGNC:7716","0.829","0.864","0.748","0.45","0.334","0.448","0.838","0.856","0.719",1
"820","YP_003024034","YP_003024037","HGNC:7460","HGNC:7462","1","0.816","0","0.567","0.371","0","1","0.676","0",1
"821","YP_003024026","NM_007103","HGNC:7455","HGNC:7716","0.994","0.88","1","0.54","0.356","0.334","0.993","0.858","1",1
"822","NM_001683","NM_001001486","HGNC:815","HGNC:13211","0.595","0.503","1","0.226","0.087","0.559","0.596","0.356","1",1
"823","NM_181806","NM_001182","HGNC:23993","HGNC:877","0.6","0","0.243","0.301","0","0.134","0.598","0","0.235",1
"824","NM_006241","NM_005605","HGNC:9288","HGNC:9316","0.252","0","0.5","0.096","0","0.034","0.31","0","0.558",1
"825","NM_004482","NM_024572","HGNC:4125","HGNC:22946","1","1","0","0.547","0.327","0","1","1","0",1
"826","NM_181876","NM_006247","HGNC:9306","HGNC:9322","0","0.45","0.288","0","0.176","0.036","0","0.459","0.466",1
"827","NM_181876","NM_020700","HGNC:9306","HGNC:18583","0","0.106","0","0","0.036","0","0","0.546","0.141",1
"828","NM_001266","NM_145024","HGNC:1863","HGNC:26459","0","0","0","0","0","0","0","0","0",1
"829","NM_020117","NM_015340","HGNC:6512","HGNC:17095","0.313","0.448","1","0.186","0.153","0.751","0.349","0.603","1",1
"830","NM_001098521","NM_138412","HGNC:16637","HGNC:19978","0.213","0.798","0","0.099","0.283","0","0.176","0.561","0.129",1
"831","NM_181690","NM_212535","HGNC:393","HGNC:9395","0.528","0","0.546","0.211","0","0.136","0.461","0","0.69",1
"832","NM_006257","NM_006259","HGNC:9410","HGNC:9416","0.365","1","0.706","0.111","0.175","0.237","0.339","1","0.767",1
"833","NM_013994","NM_005424","HGNC:2730","HGNC:11809","0.205","0","1","0.088","0","0.067","0.311","0","1",1
"834","NM_002707","NM_152542","HGNC:9278","HGNC:25415","0","0","0","0","0","0","0","0","0",1
"835","NM_016281","NM_002744","HGNC:18133","HGNC:9412","0.563","0","0.743","0.237","0","0.163","0.472","0","0.796",1
"836","NM_001042600","NM_080836","HGNC:6863","HGNC:16254","0","0","0","0","0","0","0","0.166","0",1
"837","NM_005163","NM_080836","HGNC:391","HGNC:16254","0","0.505","0","0","0.083","0","0","0.597","0",1
"838","NM_002641","NM_153747","HGNC:8957","HGNC:8960","0.847","0.897","0.494","0.486","0.432","0.134","0.815","0.843","0.527",1
"839","NM_001543","NM_022569","HGNC:7680","HGNC:20779","0","0","0","0","0","0","0","0","0",1
"840","NM_004374","NM_001867","HGNC:2285","HGNC:2292","1","1","0","0.533","0.311","0","1","1","0",1
"841","NM_014683","NM_002446","HGNC:13480","HGNC:6849","0.459","0.226","0.558","0.194","0.079","0.179","0.419","0.506","0.717",1
"842","NM_001625","NM_016283","HGNC:362","HGNC:49151","1","0.288","1","0.587","0.103","0.661","1","0.364","1",1
"843","NM_002739","NM_002730","HGNC:9402","HGNC:9380","0.481","0.494","0.567","0.218","0.13","0.229","0.389","0.517","0.629",1
"844","NM_006241","NM_000944","HGNC:9288","HGNC:9314","0.276","0","0.324","0.096","0","0.039","0.553","0","0.557",1
"845","NM_015352","NM_015227","HGNC:14988","HGNC:14683","0.571","0.73","1","0.325","0.189","0.672","0.585","0.658","1",1
"846","NM_005406","NM_016281","HGNC:10251","HGNC:18133","0.39","0","0.724","0.159","0","0.19","0.324","0","0.791",1
"847","NM_002227","NM_002005","HGNC:6190","HGNC:3657","0.451","0.78","0.678","0.217","0.166","0.235","0.408","0.801","0.798",1
"848","NM_005396","NM_004650","HGNC:9157","HGNC:24887","0.896","0","0.668","0.501","0","0.434","0.512","0.165","0.708",1
"849","YP_003024037","YP_003024027","HGNC:7462","HGNC:7456","1","1","0","0.541","0.371","0","1","1","0",1
"850","NM_015020","NM_006241","HGNC:29149","HGNC:9288","0.061","0","1","0.028","0","0.067","0.103","0","1",1
"851","YP_003024034","YP_003024027","HGNC:7460","HGNC:7456","1","1","1","0.567","0.538","0.6","1","1","1",1
"852","NM_000929","NM_001004426","HGNC:9038","HGNC:9039","0.686","0.906","0","0.407","0.201","0","0.612","0.619","0",1
"853","NM_006241","NM_145049","HGNC:9288","HGNC:28110","0.252","0","0.5","0.096","0","0.034","0.31","0","0.562",1
"854","NM_020526","NM_002227","HGNC:3391","HGNC:6190","0.465","0.094","0.751","0.198","0.014","0.382","0.485","0.315","0.596",1
"855","NM_006282","NM_001626","HGNC:11408","HGNC:392","0.553","0.768","0.684","0.185","0.127","0.153","0.533","0.848","0.801",1
"856","NM_013994","NM_001005861","HGNC:2730","HGNC:10481","0.386","0.463","0.507","0.189","0.074","0.164","0.384","0.488","0.664",1
"857","NM_018146","NM_016390","HGNC:18485","HGNC:26933","0.457","0.219","0.77","0.294","0.089","0.143","0.246","0.393","0.83",1
"858","NM_001128141","NM_022355","HGNC:3002","HGNC:23028","0","0","0","0","0","0","0","0","0",1
"859","NM_001080843","NM_002413","HGNC:33437","HGNC:7063","1","0.361","1","0.62","0.065","0.602","1","0.427","1",1
"860","NM_080741","NM_006656","HGNC:21328","HGNC:7760","0.917","0.378","0.805","0.577","0.098","0.526","0.851","0.379","0.797",1
"861","NM_001861","NM_004373","HGNC:2265","HGNC:2277","1","0.792","0","0.533","0.257","0","1","0.808","0",1
"862","NM_139245","NM_030768","HGNC:16381","HGNC:15566","0","0.386","0","0","0.088","0","0","0.412","0.129",1
"863","NM_020474","NM_054110","HGNC:4123","HGNC:21531","1","0.704","0","0.547","0.216","0","1","0.696","0",1
"864","NM_005605","NM_030768","HGNC:9316","HGNC:15566","0","0.653","1","0","0.1","0.067","0","0.735","1",1
"865","NM_002706","NM_030768","HGNC:9276","HGNC:15566","0","0.646","1","0","0.133","0.067","0","0.739","1",1
"866","YP_003024026","NM_002496","HGNC:7455","HGNC:7715","0.8","0.895","0.748","0.433","0.388","0.448","0.813","0.78","0.719",1
"867","NM_006741","NM_000945","HGNC:9286","HGNC:9317","0","0","0.351","0","0","0.044","0","0","0.588",1
"868","NM_014225","NM_152542","HGNC:9302","HGNC:25415","0.498","0.454","1","0.263","0.119","0.067","0.392","0.566","1",1
"869","NM_015879","NM_152996","HGNC:14269","HGNC:19343","0.772","1","1","0.371","0.327","0.521","0.675","1","1",1
"870","NM_002413","NM_000848","HGNC:7063","HGNC:4634","0.537","0.344","0.684","0.314","0.093","0.269","0.431","0.478","0.798",1
"871","NM_000849","NM_001512","HGNC:4635","HGNC:4629","0.64","1","0.855","0.381","0.175","0.258","0.678","1","0.908",1
"872","NM_000561","NM_001512","HGNC:4632","HGNC:4629","0.771","1","0.739","0.46","0.175","0.282","0.805","1","0.831",1
"873","NM_004550","NM_004551","HGNC:7708","HGNC:7710","0.591","0.928","0.921","0.314","0.336","0.401","0.569","0.938","0.956",1
"874","NM_022467","NM_004807","HGNC:15993","HGNC:5201","0.559","0.909","0.836","0.222","0.264","0.501","0.381","0.798","0.858",1
"875","NM_001083","NM_000283","HGNC:8784","HGNC:8786","0","0.099","1","0","0.016","0.609","0","0.293","1",1
"876","NM_002578","NM_002730","HGNC:8592","HGNC:9380","0.391","0.376","0.756","0.188","0.078","0.235","0.31","0.487","0.832",1
"877","NM_005808","NM_000945","HGNC:16890","HGNC:9317","0","0.304","1","0","0.07","0.067","0.167","0.163","0.639",1
"878","NM_001690","NM_001695","HGNC:851","HGNC:856","0.903","1","0","0.435","0.308","0","0.868","1","0",1
"879","NM_001862","NM_004373","HGNC:2269","HGNC:2277","0.678","1","0","0.438","0.311","0","0.619","1","0",1
"880","NM_002717","NM_147180","HGNC:9304","HGNC:9318","0","0","1","0","0","0.067","0","0","1",1
"881","NM_020526","NM_001005861","HGNC:3391","HGNC:10481","0.681","0.595","0.643","0.271","0.108","0.301","0.69","0.609","0.572",1
"882","NM_003561","NM_213600","HGNC:9029","HGNC:27396","0.541","0","0","0.319","0","0","0.552","0.191","0",1
"883","NM_022467","NM_004854","HGNC:15993","HGNC:19650","0","0.838","0.836","0","0.221","0.501","0.191","0.754","0.858",1
"884","NM_001631","NM_000478","HGNC:437","HGNC:438","0.148","0.936","0.472","0.065","0.169","0.096","0.278","0.804","0.564",1
"885","NM_023018","NM_153013","HGNC:29831","HGNC:26404","1","0.426","0.675","0.512","0.091","0.319","1","0.606","0.803",1
"886","YP_003024026","YP_003024035","HGNC:7455","HGNC:7459","1","0.99","1","0.541","0.43","0.6","1","0.984","1",1
"887","NM_005396","NM_025225","HGNC:9157","HGNC:18590","0.65","0","0.531","0.366","0","0.312","0.601","0.293","0.505",1
"888","NM_001320","NM_002744","HGNC:2460","HGNC:9412","0.551","0.669","0.568","0.255","0.13","0.118","0.471","0.676","0.802",1
"889","NM_006257","NM_003157","HGNC:9410","HGNC:11399","0.447","0.513","0.626","0.186","0.086","0.194","0.388","0.713","0.705",1
"890","NM_003245","NM_198951","HGNC:11779","HGNC:11778","0.053","0.6","0.553","0.02","0.151","0.324","0.123","0.59","0.65",1
"891","NM_016281","NM_004409","HGNC:18133","HGNC:2933","0.469","0","0.73","0.152","0","0.199","0.392","0","0.65",1
"892","NM_003719","NM_000922","HGNC:8794","HGNC:8779","1","1","0.935","0.326","0.175","0.505","1","0.707","0.882",1
"893","NM_022087","NM_024642","HGNC:19875","HGNC:19877","1","1","0","0.547","0.327","0","1","1","0",1
"894","NM_145049","NM_181678","HGNC:28110","HGNC:9305","0","0.384","1","0","0.091","0.067","0","0.599","1",1
"895","NM_001008219","NM_032517","HGNC:476","HGNC:30502","0","0","0","0","0","0","0","0","0",1
"896","NM_001005861","NM_002005","HGNC:10481","HGNC:3657","0.543","0.509","0.286","0.23","0.092","0.067","0.403","0.559","0.467",1
"897","NM_181690","NM_006852","HGNC:393","HGNC:11842","0.49","0","0.989","0.161","0","0.224","0.462","0","0.984",1
"898","NM_000849","NM_004528","HGNC:4635","HGNC:7064","0.507","0.41","0.439","0.304","0.063","0.085","0.534","0.522","0.588",1
"899","NM_020223","NM_006257","HGNC:22140","HGNC:9410","0.259","0.223","0.837","0.094","0.06","0.179","0.197","0.366","0.868",1
"900","NM_002227","NM_005356","HGNC:6190","HGNC:6524","0.485","0.431","0.588","0.206","0.09","0.214","0.422","0.499","0.756",1
"901","NM_020376","NM_001011709","HGNC:30802","HGNC:23492","0","0","0","0","0","0","0","0","0",1
"902","NM_006259","NM_001626","HGNC:9416","HGNC:392","0.376","1","0.49","0.099","0.175","0.182","0.39","1","0.553",1
"903","NM_000061","NM_002005","HGNC:1133","HGNC:3657","0.492","0.597","0.812","0.238","0.108","0.271","0.433","0.639","0.85",1
"904","NM_003166","NM_001017389","HGNC:11455","HGNC:30004","1","1","0","0.587","0.175","0","1","1","0",1
"905","NM_004911","NM_006810","HGNC:30167","HGNC:24811","0.378","0.036","0.852","0.199","0.012","0.397","0.422","0.188","0.871",1
"906","NM_005808","NM_002720","HGNC:16890","HGNC:9319","0","0.353","1","0","0.07","0.067","0.061","0.244","0.582",1
"907","NM_052917","NM_003774","HGNC:23242","HGNC:4126","1","1","1","0.631","0.327","0.6","1","1","1",1
"908","NM_000294","NM_006213","HGNC:8931","HGNC:8930","0.88","1","0","0.526","0.175","0","0.683","1","0",1
"909","YP_003024037","NM_005006","HGNC:7462","HGNC:7707","0.74","0.816","0","0.389","0.371","0","0.668","0.716","0",1
"910","NM_032783","NM_016245","HGNC:25891","HGNC:22960","0.29","0.245","0.325","0.173","0.067","0.227","0.285","0.425","0.389",1
"911","NM_031417","NM_002744","HGNC:13538","HGNC:9412","0.441","0.329","0.581","0.188","0.055","0.14","0.352","0.507","0.769",1
"912","NM_000672","NM_000673","HGNC:255","HGNC:256","0.689","0.525","0.522","0.403","0.092","0.364","0.678","0.611","0.537",1
"913","NM_001865","NM_004255","HGNC:2288","HGNC:2267","0","0","0","0","0","0","0","0","0",1
"914","NM_198516","NM_024642","HGNC:30488","HGNC:19877","0.917","0","0","0.463","0","0","0.96","0.131","0",1
"915","NM_000849","NM_000848","HGNC:4635","HGNC:4634","0.609","0.866","0.887","0.416","0.228","0.323","0.581","0.924","0.913",1
"916","YP_003024026","NM_021074","HGNC:7455","HGNC:7717","0.667","0.968","0.911","0.361","0.4","0.328","0.691","0.931","0.868",1
"917","NM_004482","NM_198516","HGNC:4125","HGNC:30488","0.917","0","1","0.463","0","0.6","0.96","0.643","1",1
"918","NM_014033","NM_024831","HGNC:24550","HGNC:17843","0.058","0.411","0","0.028","0.123","0","0.066","0.524","0",1
"919","NM_002578","NM_006257","HGNC:8592","HGNC:9410","0.571","0.71","0.928","0.271","0.123","0.22","0.489","0.812","0.932",1
"920","NM_001876","NM_152246","HGNC:2328","HGNC:2329","1","0.865","0","0.64","0.314","0","1","0.826","0.106",1
"921","NM_004181","NM_031907","HGNC:12513","HGNC:13485","1","0.587","1","0.392","0.096","0.067","1","0.648","1",1
"922","NM_000944","NM_002708","HGNC:9314","HGNC:9281","0.562","0.686","0.595","0.278","0.176","0.193","0.557","0.708","0.764",1
"923","NM_000149","NM_000150","HGNC:4014","HGNC:4017","0.732","0.752","0.977","0.363","0.212","0.622","0.592","0.714","0.974",1
"924","NM_173654","NM_003605, NM_181672","HGNC:28526","HGNC:8127","0","0","0","0","0","0","0","0","0",1
"925","NM_181690","NM_006259","HGNC:393","HGNC:9416","0.538","0","0.588","0.124","0","0.197","0.517","0","0.646",1
"926","NM_001001396","NM_001681","HGNC:817","HGNC:812","0.512","0.458","0.519","0.258","0.121","0.193","0.439","0.543","0.747",1
"927","NM_005262","NM_181701","HGNC:4236","HGNC:30249","0","0.407","0","0","0.089","0","0","0.685","0",1
"928","NM_052917","NM_024642","HGNC:23242","HGNC:19877","1","1","0","0.547","0.327","0","1","1","0",1
"929","NM_005406","NM_080836","HGNC:10251","HGNC:16254","0","0.227","0","0","0.058","0","0","0.339","0",1
"930","NM_001122636","NM_004481","HGNC:4131","HGNC:4124","0.847","1","1","0.446","0.327","0.6","0.875","1","1",1
"931","NM_005114","NM_006041","HGNC:5194","HGNC:5198","1","0.703","0","0.479","0.299","0","1","0.696","0",1
"932","NM_002707","NM_032192","HGNC:9278","HGNC:9287","0","0","0","0","0","0","0","0","0",1
"933","NM_032482","NM_006709","HGNC:24948","HGNC:14129","0.532","0.761","0.748","0.262","0.13","0.271","0.566","0.833","0.844",1
"934","NM_004482","NM_017417","HGNC:4125","HGNC:4130","1","0.644","0","0.547","0.179","0","1","0.647","0",1
"935","NM_020474","NM_024572","HGNC:4123","HGNC:22946","1","1","0","0.547","0.327","0","1","1","0",1
"936","NM_000944","NM_021003","HGNC:9314","HGNC:9275","0.574","0.632","0.599","0.244","0.126","0.213","0.539","0.708","0.804",1
"937","NM_005793","NM_005009","HGNC:20567","HGNC:7852","0.046","1","0.521","0.022","0.251","0.041","0.157","1","0.609",1
"938","NM_015020","NM_032192","HGNC:29149","HGNC:9287","0.438","1","1","0.173","0.175","0.067","0.557","1","1",1
"939","NM_145693","NM_014646","HGNC:13345","HGNC:14450","0.788","1","0","0.424","0.305","0","0.66","1","0",1
"940","NM_147128","NM_181710","HGNC:22316","HGNC:17726","0.442","0.425","0","0.168","0.098","0","0.338","0.582","0.14",1
"941","NM_001320","NM_002577","HGNC:2460","HGNC:8591","0.504","0.532","0.656","0.215","0.082","0.172","0.522","0.642","0.792",1
"942","NM_014568","NM_054110","HGNC:4127","HGNC:21531","1","1","0","0.547","0.327","0","1","0.665","0",1
"943","NM_000196","NM_145168","HGNC:5209","HGNC:29834","0","0","0","0","0","0","0","0","0",1
"944","NM_015670","NM_021627","HGNC:17862","HGNC:23116","0.221","0.659","1","0.107","0.179","0.067","0.242","0.767","1",1
"945","NM_003561","NM_032562","HGNC:9029","HGNC:18555","0","0","0","0","0","0","0","0","0",1
"946","NM_002576","NM_002744","HGNC:8590","HGNC:9412","0.576","0.576","0.727","0.267","0.124","0.165","0.508","0.64","0.877",1
"947","NM_005607","NM_005424","HGNC:9611","HGNC:11809","0.322","0","1","0.101","0","0.067","0.392","0","1",1
"948","NM_182811","NM_033123","HGNC:9065","HGNC:19218","0.278","0.41","0.389","0.135","0.082","0.209","0.261","0.551","0.478",1
"949","NM_001160233","NM_152296","HGNC:799","HGNC:801","0.868","0.786","0.73","0.48","0.222","0.384","0.83","0.849","0.768",1
"950","NM_020526","NM_004383","HGNC:3391","HGNC:2444","0.488","0.434","0.751","0.201","0.074","0.382","0.35","0.556","0.596",1
"951","NM_020223","NM_002446","HGNC:22140","HGNC:6849","0.483","0.471","0.504","0.16","0.079","0.163","0.471","0.565","0.66",1
"952","NM_013358","NM_012387","HGNC:18367","HGNC:18368","0.735","0.773","0.684","0.388","0.131","0.371","0.718","0.811","0.715",1
"953","NM_005539","NM_016532","HGNC:6076","HGNC:33882","0.84","0.4","0.616","0.489","0.061","0.31","0.65","0.551","0.635",1
"954","YP_003024034","NM_021074","HGNC:7460","HGNC:7717","1","1","1","0.567","0.538","0.6","1","1","1",1
"955","NM_000853","NM_000854","HGNC:4641","HGNC:4642","0","1","0","0","0.274","0","0","1","0",1
"956","NM_004431","NM_005424","HGNC:3386","HGNC:11809","0.319","0","1","0.119","0","0.067","0.353","0","1",1
"957","NM_004550","YP_003024035","HGNC:7708","HGNC:7459","0.829","0.795","1","0.45","0.348","0.6","0.838","0.73","1",1
"958","YP_003024033","NM_021074","HGNC:7458","HGNC:7717","0.667","0.962","0.911","0.361","0.414","0.328","0.691","0.928","0.868",1
"959","NM_000851","NM_001080843","HGNC:4637","HGNC:33437","1","0.667","1","0.62","0.168","0.602","1","0.594","1",1
"960","NM_001865","NM_001864","HGNC:2288","HGNC:2287","0","0","0","0","0","0","0","0","0",1
"961","NM_001967","NM_145117","HGNC:3284","HGNC:15997","0","0.203","1","0","0.036","0.067","0","0.318","1",1
"962","NM_001005861","NM_002529","HGNC:10481","HGNC:8031","0.578","0.519","0.505","0.249","0.102","0.155","0.582","0.611","0.636",1
