"","gene1","gene2","HGNCID1","HGNCID2","Lin_BP","Lin_CC","Lin_MF","Resnik_BP","Resnik_CC","Resnik_MF","Wang_BP","Wang_CC","Wang_MF","Label"
"108","NM_020192","NM_004588","HGNC:24857","HGNC:10589","0","0","0","0","0","0","0","0","0",0
"109","NM_018410","NM_000354","HGNC:25444","HGNC:11583","0.104","0.201","0","0.055","0.05","0","0.154","0.182","0",0
"110","NM_005134","NM_173829","HGNC:9320","HGNC:26716","0","0","1","0","0","0.067","0","0","1",0
"111","NM_001243722","NM_172234","HGNC:44657","HGNC:18015","0","0.097","0","0","0.013","0","0","0.327","0",0
"112","NM_024780","NM_015338","HGNC:22999","HGNC:18318","0","0.304","0","0","0.07","0","0","0.165","0",0
"113","NM_015613","NM_014673","HGNC:23404","HGNC:28963","0","0.812","0","0","0.469","0","0","0.888","0.477",0
"114","NR_106755","NR_030228","HGNC:49981","HGNC:32138","0","0","0","0","0","0","0","0","0",0
"115","NM_003731","NM_024068","HGNC:11321","HGNC:28412","0.274","0.521","0.469","0.121","0.133","0.055","0.198","0.605","0.676",0
"116","NG_001333","NR_031602","HGNC:12179","HGNC:33927","0","0","0","0","0","0","0","0","0",0
"117","NM_032334","NM_017826","HGNC:28224","HGNC:26026","0","0","0.181","0","0","0.042","0","0","0.401",0
"118","NM_145651","NR_029586","HGNC:18394","HGNC:31571","0","0","0","0","0","0","0","0","0",0
"119","NR_029701","NM_004281","HGNC:31533","HGNC:939","0.425","0.101","0.223","0.223","0.02","0.144","0.306","0.163","0.276",0
"120","NR_003305.1","NM_145275","HGNC:33032","HGNC:20717","0","0","0","0","0","0","0","0","0",0
"121","NM_138418","NM_015265","HGNC:14142","HGNC:21637","0","0.79","1","0","0.12","0.067","0","0.661","1",0
"122","NG_000002","NM_145061","HGNC:5897","HGNC:20262","0","0","0","0","0","0","0","0","0",0
"123","NM_017697","NR_134270","HGNC:25966","HGNC:53085","0","0","0","0","0","0","0","0","0",0
"124","NM_001003819","NM_001010922","HGNC:33440","HGNC:33624","0","0","0","0","0","0","0","0","0",0
"125","NM_145202","NM_001005325","HGNC:23304","HGNC:14711","0","0","0","0","0","0","0","0","0",0
"126","NM_004054","NR_001452","HGNC:1319","HGNC:31803","0","0","0","0","0","0","0","0","0",0
"127","NM_001008693.1","NM_001034077","HGNC:13261","HGNC:29607","0","0","0","0","0","0","0","0","0",0
"128","NM_004816","NM_138357","HGNC:24820","HGNC:23526","0","0","0","0","0","0","0.255","0.178","0.477",0
"129","NM_005281","NM_080796","HGNC:4484","HGNC:2680","0","0","0.192","0","0","0.03","0","0","0.367",0
"130","NR_029498","NM_015931","HGNC:31609","HGNC:24809","0.341","0","0","0.185","0","0","0.239","0.171","0",0
"131","NM_022483","NM_001010860","HGNC:26139","HGNC:18631","0","0","0","0","0","0","0","0","0",0
"132","NM_024320","NM_001037730","HGNC:28149","HGNC:18096","0","0","0","0","0","0","0","0","0",0
"133","NG_000834","NM_006407","HGNC:5735","HGNC:16937","0","0","0","0","0","0","0","0","0",0
"134","NM_182791","NM_033407","HGNC:26552","HGNC:19190","0","0","1","0","0","0.067","0","0","1",0
"135","NM_003453","NM_024834","HGNC:12989","HGNC:25782","0","0.524","0.501","0","0.122","0.052","0.141","0.684","0.68",0
"136","NM_001198879.1","NM_003993","HGNC:38844","HGNC:2069","0","0","0","0","0","0","0","0","0",0
"137","NM_021937","NM_015208","HGNC:24614","HGNC:29135","0","0","0","0","0","0","0","0","0",0
"138","NM_001004064","NM_003292","HGNC:15312","HGNC:12017","0","0.362","0","0","0.098","0","0","0.425","0",0
"139","NM_144628","NM_000315","HGNC:16133","HGNC:9606","0.261","0","0.472","0.144","0","0.116","0.216","0.125","0.602",0
"140","NR_003311.1","NM_024028","HGNC:33038","HGNC:28477","0","0","0","0","0","0","0","0","0",0
"141","NM_152548","NR_003500","HGNC:26335","HGNC:33969","0","0","0","0","0","0","0","0","0",0
"142","NM_001743","NM_007223","HGNC:1445","HGNC:32370","0.27","0.285","0","0.109","0.062","0","0.259","0.4","0.143",0
"143","NM_024036","NM_002277","HGNC:28456","HGNC:6448","0","0.099","1","0","0.016","0.067","0","0.356","1",0
"144","NM_002187","NM_016044","HGNC:5970","HGNC:24252","0","0","0","0","0","0","0","0","0",0
"145","NM_012064","NM_004715","HGNC:7103","HGNC:2498","0.158","0.241","0.116","0.08","0.053","0.038","0.139","0.493","0.41",0
"146","NM_080740","NM_006850","HGNC:18597","HGNC:11346","0","0","0","0","0","0","0","0","0.214",0
"147","NM_182490","NM_015407","HGNC:13020","HGNC:24538","0","0","0","0","0","0","0","0","0",0
"148","NM_145052","NM_005338","HGNC:28334","HGNC:4913","0","0","1","0","0","0.067","0","0","1",0
"149","NM_025211","NM_198081","HGNC:17496","HGNC:21397","0","0.388","0","0","0.086","0","0","0.498","0",0
"150","NM_003462","XR_109007","HGNC:14353","HGNC:23515","0","0","0","0","0","0","0","0","0",0
"151","NM_000966","NM_003367","HGNC:9866","HGNC:12594","0.458","0.712","0.787","0.175","0.105","0.174","0.458","0.786","0.853",0
"152","NM_198571","NM_001238","HGNC:22030","HGNC:1589","0","0","0","0","0","0","0","0","0",0
"153","NM_001242668","NM_025198","HGNC:42974","HGNC:30779","0","0","0","0","0","0","0","0","0",0
"154","NM_022081","NM_003257","HGNC:15844","HGNC:11827","0.219","0.431","0.52","0.122","0.074","0.067","0.239","0.557","0.695",0
"155","NM_033035","NM_024771","HGNC:30743","HGNC:25845","0.122","0","0","0.066","0","0","0.107","0","0.061",0
"156","NM_212476","NM_003119","HGNC:3778","HGNC:11237","0.209","0.151","0.314","0.098","0.073","0.05","0.22","0.263","0.602",0
"157","NM_138771","NM_001289974","HGNC:22398","HGNC:35445","0","0","0","0","0","0","0","0","0",0
"158","NM_001099645","NM_025232","HGNC:27610","HGNC:26176","0","0","0","0","0","0","0","0","0",0
"159","NR_030171","NM_145205","HGNC:32081","HGNC:24954","0","0","0.091","0","0","0.03","0","0","0.276",0
"160","NM_001079809","NM_001008408","HGNC:33205","HGNC:27223","0","0","0","0","0","0","0","0","0",0
"161","NM_016573","NM_014207","HGNC:24852","HGNC:1685","0.045","0.579","0.4","0.017","0.1","0.027","0.274","0.64","0.501",0
"162","NM_004048","NM_004491","HGNC:914","HGNC:4591","0.341","0.289","0.107","0.142","0.077","0.018","0.198","0.431","0.266",0
"163","NM_003600","NM_012151","HGNC:11393","HGNC:3547","0","1","1","0","0.12","0.067","0.383","1","0.558",0
"164","NM_002831","NM_013982","HGNC:9658","HGNC:7998","0.47","1","0","0.169","0.201","0","0.491","1","0",0
"165","NM_002499","NM_178510","HGNC:7754","HGNC:21027","0","0","0","0","0","0","0","0","0",0
"166","NM_018255","NM_022481","HGNC:18248","HGNC:24097","0.131","1","0.214","0.041","0.175","0.067","0.08","1","0.407",0
"167","NM_004227","NM_016002","HGNC:9504","HGNC:24275","0.581","0.387","0","0.256","0.082","0","0.594","0.477","0",0
"168","NG_001332","NM_002947","HGNC:12115","HGNC:10291","0","0","0","0","0","0","0","0","0",0
"169","NM_004164","NM_152335","HGNC:9920","HGNC:26763","0","1","0.067","0","0.175","0.03","0","1","0.245",0
"170","NM_198539","NM_178351","HGNC:25392","HGNC:29464","0","0","0","0","0","0","0","0","0",0
"171","NM_018057, NM_182767","NM_007355","HGNC:13621","HGNC:5258","0","0","0","0","0","0","0","0","0",0
"172","NR_003695","NM_005863","HGNC:33573","HGNC:14592","0","0","0","0","0","0","0","0","0",0
"173","NR_031580","NM_017905","HGNC:37305","HGNC:20329","0","0","0","0","0","0","0","0","0",0
"174","NM_016357","NM_002203","HGNC:24636","HGNC:6137","0.265","0.465","0.51","0.123","0.151","0.14","0.338","0.62","0.603",0
"175","NM_144593","NM_004469","HGNC:21166","HGNC:3708","0.258","0.265","0.454","0.122","0.079","0.061","0.338","0.344","0.604",0
"176","NM_001005218","NM_152692","HGNC:19616","HGNC:24338","0","0.406","0","0","0.098","0","0","0.285","0",0
"177","NM_033503","NM_153216","HGNC:24132","HGNC:26367","0","0","0","0","0","0","0","0","0.214",0
"178","NM_025152","NM_053003","HGNC:20278","HGNC:15482","0","0","0","0","0","0","0","0","0",0
"179","NM_001080429","NG_000834","HGNC:29307","HGNC:5744","0","0","0","0","0","0","0","0","0",0
"180","NM_021165","NM_016115","HGNC:13746","HGNC:16013","0","0","0","0","0","0","0","0","0",0
"181","NM_019087","NM_006546","HGNC:25945","HGNC:28866","0","0.304","0","0","0.07","0","0.185","0.163","0.643",0
"182","NM_018934","NM_014739","HGNC:8685","HGNC:16863","0.198","0","1","0.086","0","0.067","0.161","0.105","1",0
"183","NM_001004490","NM_003355","HGNC:15143","HGNC:12518","0","0.372","0","0","0.098","0","0","0.285","0",0
"184","NM_001656","NM_152676","HGNC:660","HGNC:13617","0.893","0.362","0","0.324","0.091","0","0.919","0.431","0",0
"185","NM_006018","NM_015902","HGNC:16824","HGNC:16806","0.406","0.27","0","0.148","0.04","0","0.552","0.389","0",0
"186","NM_001004730","NM_004001","HGNC:15260","HGNC:3618","0","1","0","0","0.156","0","0","1","0",0
"187","NM_153213","NM_025182","HGNC:26604","HGNC:25666","0","0.246","1","0","0.036","0.067","0","0.413","1",0
"188","NM_001080456","NM_145109","HGNC:34246","HGNC:6843","0","0","0","0","0","0","0","0","0.214",0
"189","NM_004229","NM_181504","HGNC:2370","HGNC:8979","0.327","0.64","0.361","0.121","0.114","0.133","0.197","0.663","0.562",0
"190","NM_001195138","NM_005068","HGNC:44141","HGNC:10882","0","0","0","0","0","0","0","0","0",0
"191","NM_005151","NM_031956","HGNC:12612","HGNC:29936","0","0","0","0","0","0","0","0","0",0
"192","NM_152463","NM_014971","HGNC:24965","HGNC:29155","0.101","0.096","1","0.056","0.016","0.067","0.211","0.233","1",0
"193","NM_152751","NM_004652","HGNC:23514","HGNC:12632","0","0","1","0","0","0.067","0","0.131","1",0
"194","NR_029854","NR_003349.1","HGNC:33692","HGNC:33053","0","0","0","0","0","0","0","0","0",0
"195","NM_001400","NM_173544","HGNC:3165","HGNC:24130","0","0","0","0","0","0","0","0","0",0
"196","NM_001083914","NM_012307","HGNC:2495","HGNC:3380","0.17","0.094","0.502","0.084","0.017","0.046","0.221","0.261","0.691",0
"197","NM_001351235","NM_002689","HGNC:14284","HGNC:30073","0","0","0","0","0","0","0","0","0",0
"198","NM_001009881","NM_181706","HGNC:28981","HGNC:26979","0.063","0","0.083","0.037","0","0.021","0.13","0","0.214",0
"199","NG_002151","NM_182489","HGNC:8191","HGNC:30653","0","0","0","0","0","0","0","0","0",0
"200","NM_003094","NM_014872","HGNC:11161","HGNC:23836","0.51","1","1","0.238","0.12","0.067","0.537","1","1",0
"201","NM_005808","NM_181678","HGNC:16890","HGNC:9305","0","0.265","1","0","0.07","0.067","0","0.216","1",1
"202","NM_005356","NM_001005861","HGNC:6524","HGNC:10481","0.476","0.59","0.302","0.193","0.113","0.088","0.38","0.617","0.584",1
"203","NM_000849","NM_001080843","HGNC:4635","HGNC:33437","1","0.846","1","0.62","0.18","0.602","1","0.804","1",1
"204","NM_015004","NM_005033","HGNC:28112","HGNC:9137","0.801","0.829","0.944","0.413","0.252","0.272","0.807","0.835","0.948",1
"205","NM_005205","NM_004255","HGNC:2279","HGNC:2267","0.71","0","0","0.379","0","0","0.332","0","0",1
"206","NM_002739","NM_002577","HGNC:9402","HGNC:8591","0.574","0.727","0.361","0.245","0.121","0.121","0.485","0.845","0.442",1
"207","NM_022896","NM_014646","HGNC:14451","HGNC:14450","0.823","1","0","0.447","0.305","0","0.735","1","0",1
"208","YP_003024037","YP_003024035","HGNC:7462","HGNC:7459","1","1","0","0.541","0.371","0","1","1","0",1
"209","NM_000561","NM_001080843","HGNC:4632","HGNC:33437","1","0.672","1","0.62","0.153","0.602","1","0.636","1",1
"210","NM_002576","NM_001626","HGNC:8590","HGNC:392","0.601","0.69","0.681","0.251","0.165","0.147","0.541","0.681","0.764",1
"211","NM_000061","NM_005607","HGNC:1133","HGNC:9611","0.531","0.687","0.594","0.223","0.098","0.177","0.487","0.729","0.751",1
"212","NM_139245","NM_006741","HGNC:16381","HGNC:9286","0","0","0","0","0","0","0","0","0.129",1
"213","NM_006257","NM_005406","HGNC:9410","HGNC:10251","0.578","0.551","0.837","0.258","0.117","0.22","0.412","0.601","0.941",1
"214","NM_001686","NM_001696","HGNC:830","HGNC:857","0.499","0.599","0.291","0.25","0.236","0.037","0.417","0.643","0.512",1
"215","NM_181690","NM_007174","HGNC:393","HGNC:1985","0.229","0","0.699","0.099","0","0.151","0.233","0","0.818",1
"216","NM_020223","NM_005044","HGNC:22140","HGNC:9441","0.372","0.345","0.689","0.144","0.068","0.161","0.468","0.48","0.786",1
"217","NM_139245","NM_021003","HGNC:16381","HGNC:9275","0.464","0.418","1","0.268","0.091","0.495","0.266","0.366","1",1
"218","NM_054108","NM_012191","HGNC:24978","HGNC:30252","0.259","0","0.656","0.146","0","0.323","0.324","0","0.416",1
"219","NM_013305","NM_152996","HGNC:17827","HGNC:19343","0.715","1","1","0.372","0.327","0.521","0.595","1","1",1
"220","NM_002599","NM_001083","HGNC:8777","HGNC:8784","0","1","0.661","0","0.175","0.315","0","0.565","0.732",1
"221","NM_003561","NM_032562","HGNC:9029","HGNC:18555","0","0","0","0","0","0","0","0","0",1
"222","NM_003596","NM_003595","HGNC:12020","HGNC:12021","0.8","0.755","1","0.542","0.248","0.537","0.81","0.728","1",1
"223","NM_001005861","NM_017449","HGNC:10481","HGNC:3393","0.667","0.608","0.436","0.298","0.097","0.137","0.627","0.685","0.587",1
"224","YP_003024026","NM_005006","HGNC:7455","HGNC:7707","0.74","0.877","0.911","0.389","0.379","0.328","0.668","0.799","0.868",1
"225","NM_004245","NM_198994","HGNC:11781","HGNC:16255","0","0.139","0","0","0.016","0","0","0.425","0",1
"226","NM_014638","NM_033123","HGNC:29037","HGNC:19218","1","0.118","0","0.489","0.016","0","0.468","0.254","0.222",1
"227","NM_012214","NM_014275","HGNC:7047","HGNC:7048","1","1","0","0.66","0.327","0","1","1","0",1
"228","NM_006133","NM_139179","HGNC:1165","HGNC:28923","1","1","0","0.565","0.156","0","1","1","0",1
"229","NM_139245","NM_020700","HGNC:16381","HGNC:18583","0","0.394","0.87","0","0.085","0.381","0","0.411","0.877",1
"230","NM_000669","NM_000670","HGNC:251","HGNC:252","1","0.74","1","0.68","0.121","0.721","1","0.736","1",1
"231","NM_181690","NM_005044","HGNC:393","HGNC:9441","0.552","0","0.687","0.246","0","0.179","0.411","0","0.75",1
"232","NM_002742","NM_002730","HGNC:9407","HGNC:9380","0.54","0.442","0.709","0.243","0.12","0.191","0.466","0.547","0.835",1
"233","NM_000693","NM_000694","HGNC:409","HGNC:410","0.358","0.813","0.69","0.208","0.158","0.414","0.337","0.769","0.788",1
"234","NM_000300","NM_014589","HGNC:9031","HGNC:13414","0.8","1","0","0.459","0.201","0","0.737","1","0",1
"235","NM_004334","NM_001775","HGNC:1118","HGNC:1667","0.562","0.698","0","0.222","0.162","0","0.5","0.673","0",1
"236","NM_004318","NM_017902","HGNC:757","HGNC:17113","0.281","0.371","0.386","0.151","0.083","0.124","0.248","0.551","0.546",1
"237","NM_006247","NM_152542","HGNC:9322","HGNC:25415","0.338","0.424","1","0.146","0.095","0.067","0.257","0.529","1",1
"238","NM_182948","NM_003157","HGNC:9381","HGNC:11399","0.477","0.359","0.392","0.171","0.062","0.176","0.425","0.513","0.502",1
"239","NM_016937","NM_199420","HGNC:9173","HGNC:9186","0.603","1","0.699","0.268","0.184","0.232","0.613","1","0.76",1
"240","NM_182948","NM_006282","HGNC:9381","HGNC:11408","0.586","0.616","0.651","0.194","0.132","0.182","0.619","0.651","0.808",1
"241","NM_005605","NM_006247","HGNC:9316","HGNC:9322","0.531","0.557","0.577","0.238","0.084","0.192","0.526","0.564","0.677",1
"242","NM_002739","NM_006257","HGNC:9402","HGNC:9410","0.493","0.586","0.721","0.257","0.105","0.243","0.359","0.75","0.802",1
"243","NM_148897","NM_138412","HGNC:29958","HGNC:19978","0.171","0.333","0.66","0.087","0.097","0.447","0.357","0.427","0.562",1
"244","NM_000851","NM_001512","HGNC:4637","HGNC:4629","0.836","1","0.985","0.489","0.175","0.301","0.864","1","0.964",1
"245","NM_001676","NM_000705","HGNC:13816","HGNC:820","1","1","0","0.287","0.156","0","1","1","0",1
"246","NM_005246","NM_004383","HGNC:3655","HGNC:2444","0.44","0.488","0.612","0.19","0.089","0.158","0.37","0.587","0.823",1
"247","NM_001122636","NM_017417","HGNC:4131","HGNC:4130","1","1","0","0.547","0.327","0","1","1","0",1
"248","NM_002742","NM_006259","HGNC:9407","HGNC:9416","0.439","1","0.584","0.131","0.175","0.212","0.474","1","0.631",1
"249","NM_001738","NM_000067","HGNC:1368","HGNC:1373","0.551","0.683","0.879","0.313","0.144","0.43","0.573","0.795","0.897",1
"250","YP_003024026","NM_021074","HGNC:7455","HGNC:7717","0.667","0.968","0.911","0.361","0.4","0.328","0.691","0.931","0.868",1
"251","NM_004267","NM_005769","HGNC:1970","HGNC:1972","0.545","0.983","1","0.285","0.402","0.63","0.56","0.965","1",1
"252","NM_003656","NM_172169","HGNC:1459","HGNC:1463","0.3","1","0.502","0.136","0.175","0.086","0.197","1","0.639",1
"253","NM_007067","NM_032188","HGNC:17016","HGNC:17933","0.606","0.852","0.238","0.28","0.265","0.027","0.598","0.9","0.4",1
"254","NM_002706","NM_000944","HGNC:9276","HGNC:9314","0.462","0.533","0.585","0.221","0.112","0.174","0.409","0.638","0.778",1
"255","NM_005808","NM_006241","HGNC:16890","HGNC:9288","0","0","1","0","0","0.067","0.329","0","0.671",1
"256","NM_003895","NM_000276","HGNC:11503","HGNC:8108","0.567","0.52","0.573","0.257","0.16","0.342","0.527","0.542","0.536",1
"257","NM_001865","NM_004074","HGNC:2288","HGNC:2294","0","0","0","0","0","0","0","0","0",1
"258","NM_153699","NM_145791","HGNC:19662","HGNC:7061","0.653","0.327","1","0.384","0.094","0.602","0.43","0.39","1",1
"259","NM_181876","NM_000945","HGNC:9306","HGNC:9317","0","0.837","0.351","0","0.542","0.044","0","0.846","0.595",1
"260","NM_002715","NM_000945","HGNC:9299","HGNC:9317","0.447","0.57","0.529","0.19","0.172","0.158","0.346","0.586","0.748",1
"261","NM_001042600","NM_001626","HGNC:6863","HGNC:392","0.423","0.771","0.935","0.178","0.098","0.236","0.353","0.529","0.952",1
"262","NM_002742","NM_015092","HGNC:9407","HGNC:30045","0.481","0.516","0.734","0.22","0.101","0.174","0.401","0.677","0.803",1
"263","NM_014225","NM_000944","HGNC:9302","HGNC:9314","0.542","0.575","0.392","0.217","0.163","0.075","0.482","0.597","0.598",1
"264","NM_006100","NM_015879","HGNC:18080","HGNC:14269","0.685","1","0.828","0.345","0.327","0.521","0.662","1","0.858",1
"265","NM_001122636","NM_004481","HGNC:4131","HGNC:4124","0.847","1","1","0.446","0.327","0.6","0.875","1","1",1
"266","NM_000672","NM_000668","HGNC:255","HGNC:250","1","0.541","0.975","0.68","0.101","0.516","1","0.567","0.935",1
"267","NM_018234","NM_152999","HGNC:24592","HGNC:17885","0.418","0.604","0","0.157","0.197","0","0.357","0.676","0",1
"268","NM_002717","NM_020700","HGNC:9304","HGNC:18583","0","0.69","0.87","0","0.114","0.381","0","0.796","0.877",1
"269","NM_014683","NM_002577","HGNC:13480","HGNC:8591","0.43","0.253","0.596","0.189","0.098","0.126","0.37","0.518","0.743",1
"270","NM_002739","NM_001626","HGNC:9402","HGNC:392","0.433","0.575","0.535","0.196","0.125","0.197","0.342","0.64","0.606",1
"271","NM_031417","NM_002744","HGNC:13538","HGNC:9412","0.441","0.329","0.581","0.188","0.055","0.14","0.352","0.507","0.769",1
"272","NM_002717","NM_002720","HGNC:9304","HGNC:9319","0.307","0.713","0.832","0.159","0.127","0.287","0.278","0.782","0.717",1
"273","NM_024837","NM_005603","HGNC:13536","HGNC:3706","0.488","0.751","0","0.168","0.18","0","0.328","0.784","0",1
"274","NM_000269","NM_002512","HGNC:7849","HGNC:7850","0.555","0.817","0.615","0.25","0.199","0.216","0.538","0.722","0.703",1
"275","NM_181690","NM_002576","HGNC:393","HGNC:8590","0.573","0","0.725","0.239","0","0.161","0.51","0","0.803",1
"276","NM_004267","NM_012126","HGNC:1970","HGNC:1973","0.837","0.921","1","0.459","0.342","0.63","0.824","0.88","1",1
"277","NM_001861","NM_001864","HGNC:2265","HGNC:2287","1","1","0","0.379","0.251","0","1","1","0",1
"278","NM_005114","NM_006042","HGNC:5194","HGNC:5196","1","0.703","1","0.479","0.299","0.501","1","0.696","1",1
"279","NM_005246","NM_003328","HGNC:3655","HGNC:12434","0.479","0.536","0.297","0.208","0.07","0.032","0.449","0.671","0.449",1
"280","NM_002707","NM_139283","HGNC:9278","HGNC:30695","0","0","0","0","0","0","0","0","0",1
"281","NM_182948","NM_007174","HGNC:9381","HGNC:1985","0.202","0.276","0.492","0.084","0.053","0.115","0.236","0.452","0.691",1
"282","NM_181690","NM_015092","HGNC:393","HGNC:30045","0.467","0","0.835","0.198","0","0.195","0.393","0","0.768",1
"283","NM_001042600","NM_002577","HGNC:6863","HGNC:8591","0.567","0.771","0.598","0.245","0.098","0.143","0.482","0.529","0.725",1
"284","NM_001320","NM_015092","HGNC:2460","HGNC:30045","0.405","0.665","0.532","0.188","0.113","0.108","0.342","0.746","0.729",1
"285","NM_005406","NM_006282","HGNC:10251","HGNC:11408","0.495","0.438","0.585","0.18","0.101","0.144","0.451","0.52","0.759",1
"286","NM_181690","NM_006282","HGNC:393","HGNC:11408","0.575","0","0.712","0.177","0","0.161","0.543","0","0.823",1
"287","NM_002706","NM_006241","HGNC:9276","HGNC:9288","0.252","0","0.5","0.096","0","0.034","0.31","0","0.562",1
"288","NM_002578","NM_002969","HGNC:8592","HGNC:6874","0.355","0.575","0.79","0.143","0.101","0.179","0.409","0.668","0.828",1
"289","NM_000300","NM_000929","HGNC:9031","HGNC:9038","0.781","1","0","0.451","0.201","0","0.743","1","0",1
"290","NM_005167","NM_014634","HGNC:20785","HGNC:19388","0","0","0","0","0","0","0","0","0",1
"291","NM_182948","NM_002742","HGNC:9381","HGNC:9407","0.481","0.357","0.545","0.199","0.087","0.154","0.507","0.49","0.682",1
"292","NM_001320","NM_002742","HGNC:2460","HGNC:9407","0.586","0.504","0.683","0.269","0.116","0.161","0.543","0.642","0.822",1
"293","NM_004374","NM_004255","HGNC:2285","HGNC:2267","1","0.869","0","0.687","0.341","0","1","0.837","0",1
"294","NM_002739","NM_003157","HGNC:9402","HGNC:11399","0.497","0.538","0.642","0.203","0.092","0.237","0.399","0.719","0.705",1
"295","NM_138328","NM_017821","HGNC:16502","HGNC:16083","0","0","0","0","0","0","0","0","0",1
"296","NM_022087","NM_004481","HGNC:19875","HGNC:4124","0.536","1","0.49","0.317","0.327","0.273","0.592","1","0.717",1
"297","NM_001128203","NM_178034","HGNC:17825","HGNC:30038","0.794","1","0.847","0.439","0.175","0.559","0.787","1","0.902",1
"298","NM_001861","NM_004074","HGNC:2265","HGNC:2294","1","1","1","0.533","0.371","0.067","1","1","1",1
"299","NM_020474","NM_052917","HGNC:4123","HGNC:23242","0.988","1","1","0.607","0.327","0.6","0.994","1","1",1
"300","NM_024827","NM_001015053","HGNC:19086","HGNC:14068","0.418","0.666","0.718","0.17","0.186","0.229","0.365","0.756","0.774",1
"1","NG_001019","NM_001114726","HGNC:5649","HGNC:37280","0","0","0","0","0","0","0","0","0",0
"2","NM_013333","NM_017868","HGNC:21604","HGNC:23700","0","0.143","0","0","0.036","0","0","0.313","0",0
"3","NM_006796","NM_152284","HGNC:315","HGNC:30599","0.263","0.291","0.515","0.136","0.105","0.054","0.263","0.462","0.716",0
"4","NM_016433","NM_032300","HGNC:24867","HGNC:28135","0.075","1","1","0.028","0.175","0.067","0.132","1","1",0
"5","NM_000146","NM_017679","HGNC:3999","HGNC:14347","0.151","0.259","0.368","0.069","0.073","0.054","0.106","0.478","0.665",0
"6","NM_017592","NM_003994","HGNC:23074","HGNC:6343","0","0.123","1","0","0.023","0.067","0","0.262","1",0
"7","NM_015933","NR_030321","HGNC:26932","HGNC:32846","0","0","0","0","0","0","0","0","0",0
"8","NM_004494","NM_033319","HGNC:4856","HGNC:17879","0.075","0.367","0.195","0.028","0.068","0.067","0.061","0.396","0.602",0
"9","NM_005077","NM_001586","HGNC:11837","HGNC:2563","0","0","0","0","0","0","0.251","0","0.477",0
"10","NM_001274","NM_182688","HGNC:1925","HGNC:12483","0.378","1","0.625","0.195","0.175","0.152","0.303","1","0.559",0
"11","NM_198075","NM_153687","HGNC:25430","HGNC:26430","0","0","0","0","0","0","0","0","0",0
"12","NM_001291324","NM_000396","HGNC:29279","HGNC:2536","0","0","0","0","0","0","0","0","0",0
"13","NM_001040011","NR_026770","HGNC:31412","HGNC:17505","0","0","0","0","0","0","0.188","0.218","0.477",0
"14","NM_001033755","NM_203394","HGNC:24336","HGNC:23820","0","0","0","0","0","0","0","0","0",0
"15","NM_019051","NM_013449","HGNC:16654","HGNC:962","0.389","0.35","0","0.171","0.139","0","0.375","0.521","0",0
"16","NR_132339","NM_002938","HGNC:27409","HGNC:10067","0","0","0","0","0","0","0","0","0",0
"17","NM_004655","NM_006474","HGNC:904","HGNC:29602","0.493","0.217","0.485","0.228","0.042","0.067","0.452","0.405","0.819",0
"18","NM_003960","NM_018559","HGNC:18069","HGNC:20298","0","0","0","0","0","0","0","0","0",0
"19","NM_003757","NM_002351","HGNC:3272","HGNC:10820","0.076","0.569","0.583","0.028","0.104","0.058","0.127","0.708","0.713",0
"20","NR_146118","NM_024086","HGNC:53527","HGNC:28484","0","0","0","0","0","0","0","0","0",0
"21","NM_019054","NM_032327","HGNC:28773","HGNC:20714","0.422","0","1","0.196","0","0.067","0.17","0","1",0
"22","NR_034152","NM_001114403","HGNC:44310","HGNC:37278","0","0","0","0","0","0","0","0","0",0
"23","NM_001144960","NM_003689","HGNC:29642","HGNC:389","0","0","0","0","0","0","0","0","0",0
"24","NM_001242853","NM_015959","HGNC:38058","HGNC:30739","0","0","0","0","0","0","0","0","0",0
"25","NM_001080142","NR_145772","HGNC:33286","HGNC:52242","0","0","0","0","0","0","0","0","0",0
"26","NM_004378","NM_014506","HGNC:2338","HGNC:11995","0.166","0.427","0.523","0.051","0.091","0.041","0.135","0.574","0.634",0
"27","NM_173508","NM_138371","HGNC:23616","HGNC:28255","0","0","0","0","0","0","0","0","0",0
"28","NM_021006","NM_003604","HGNC:10628","HGNC:6128","0.615","0","0","0.148","0","0","0.74","0.235","0",0
"29","NM_016135","NM_174890","HGNC:18160","HGNC:23504","0","0","0","0","0","0","0","0","0",0
"30","NR_023358","NM_017592","HGNC:33559","HGNC:23074","0","0","0","0","0","0","0","0","0",0
"31","NM_004949","NM_001001850","HGNC:3036","HGNC:19300","0","0","1","0","0","0.067","0","0","1",0
"32","NM_032871","NM_001039375","HGNC:13764","HGNC:15899","0.072","0.46","1","0.028","0.086","0.067","0.102","0.74","1",0
"33","NR_030411","NM_001007561","HGNC:33137","HGNC:24868","0","0","0","0","0","0","0","0","0",0
"34","NM_032445","NM_016424","HGNC:29635","HGNC:24309","0","0","0","0","0","0","0.051","0","0",0
"35","NM_020769","NM_001018111","HGNC:29245","HGNC:9171","0","0","0","0","0","0","0","0","0",0
"36","NM_130852","NM_002803","HGNC:15749","HGNC:9548","0.354","0.208","1","0.163","0.043","0.067","0.192","0.324","0.678",0
"37","NM_015150","NM_021952","HGNC:30278","HGNC:3315","0.069","0","0.504","0.028","0","0.242","0.078","0","0.604",0
"38","NM_018975","NM_002143","HGNC:19246","HGNC:5144","0.19","0.4","0.237","0.098","0.06","0.051","0.102","0.524","0.521",0
