HGNC ID,Approved symbol,RefSeq IDs,Enzyme IDs,Gene group ID,Gene group name,RefSeq(supplied by NCBI)
HGNC:24152,RSRC1,NM_016625,,,,NM_001271834
HGNC:30559,RSRC2,NM_023012,,,,NM_023012
HGNC:25234,RSRP1,NM_020317,,,,NM_001321772
HGNC:10464,RSU1,"NM_012425, NM_152724",,,,NM_012425
HGNC:30310,RTBDN,NM_031429,,,,NM_001080997
HGNC:15888,RTEL1,NM_032957,,1167,DNA helicases,NM_001283009
HGNC:28996,RTF1,NM_015138,,1029,Paf1/RNA polymerase II complex ,NM_015138
HGNC:15890,RTF2,NM_016407,,,,NM_001283035
HGNC:10466,RTKN,NM_001015055,,682,Pleckstrin homology domain containing,NM_001015055
HGNC:19364,RTKN2,NM_145307,,682,Pleckstrin homology domain containing,NM_001282941
HGNC:14665,RTL1,NM_001134888,,1409,Retrotransposon Gag like,NM_001134888
HGNC:22997,RTL3,NM_152694,,1409|74,Retrotransposon Gag like|Zinc fingers CCHC-type,NM_152694
HGNC:25214,RTL4,NM_001004308,,1409|74,Retrotransposon Gag like|Zinc fingers CCHC-type,NM_001004308
HGNC:29430,RTL5,NM_001024455,,1409,Retrotransposon Gag like,NM_001024455
HGNC:13343,RTL6,NM_032287,,1409,Retrotransposon Gag like,NM_032287
HGNC:24514,RTL8A,NM_001078172,,1409,Retrotransposon Gag like,NM_001078172
HGNC:33156,RTL8B,NM_001078173,,1409,Retrotransposon Gag like,NM_001078173
HGNC:2569,RTL8C,NM_001078171,,1409,Retrotransposon Gag like,NM_001078171
HGNC:29245,RTL9,NM_020769,,1409,Retrotransposon Gag like,NM_020769
HGNC:26112,RTL10,NM_024627,,1409|1277,Retrotransposon Gag like|BCL2 homology region 3 (BH3) only,NM_024627
HGNC:10468,RTN2,NM_005619,,,,NM_005619
HGNC:10469,RTN3,NM_006054,,,,NM_001265589
HGNC:21329,RTN4RL1,NM_178568,,,,NM_178568
HGNC:23053,RTN4RL2,NM_178570,,,,NM_178570
HGNC:28580,RTP1,NM_153708,,137|719,Zinc fingers 3CxxC-type|Receptor transporter proteins,NM_153708
HGNC:32486,RTP2,NM_001004312,,137|719,Zinc fingers 3CxxC-type|Receptor transporter proteins,NM_001004312
HGNC:15572,RTP3,NM_031440,,137|719,Zinc fingers 3CxxC-type|Receptor transporter proteins,NM_031440
HGNC:23992,RTP4,NM_022147,,137|719,Zinc fingers 3CxxC-type|Receptor transporter proteins,NM_022147
HGNC:26585,RTP5,NM_173821,,137|719,Zinc fingers 3CxxC-type|Receptor transporter proteins,NM_173821
HGNC:23169,RTRAF,NM_016039,,1345,tRNA splicing ligase complex,NM_016039
HGNC:18654,RTTN,NM_173630,,1492,Armadillo-like helical domain containing,NM_001318520
HGNC:28991,RUBCN,NM_001145642,,1596|1691,PIK3C3 complex subunits|MicroRNA protein coding host genes,NM_001145642
HGNC:20420,RUBCNL,NM_025113,,1596,PIK3C3 complex subunits,NM_001286761
HGNC:19760,RUFY1,NM_001040451,,81,Zinc fingers FYVE-type,NM_001040451
HGNC:19761,RUFY2,NM_017987,,81,Zinc fingers FYVE-type,NM_001042417
HGNC:30285,RUFY3,NM_014961,,81,Zinc fingers FYVE-type,NM_001037442
HGNC:24804,RUFY4,NM_198483,,81,Zinc fingers FYVE-type,NM_198483
HGNC:25418,RUNDC1,NM_173079,,,,NM_001321381
HGNC:16984,RUNDC3A,NM_006695,,,,NM_001144825
HGNC:51344,RUNDC3A-AS1,NR_110802,,,,NR_110802
HGNC:30286,RUNDC3B,NM_138290,,,,NM_001134405
HGNC:1535,RUNX1T1,"NM_004349, NM_175635",,87,Zinc fingers MYND-type,NM_001198625
HGNC:10472,RUNX2,NM_004348,,1880,Runt-related transcription factors,NM_001015051
HGNC:10473,RUNX3,NM_004350,,1880|1691,Runt-related transcription factors|MicroRNA protein coding host genes,NM_001031680
HGNC:23625,RUSC2,NM_001135999,,,,NM_001135999
HGNC:20993,RWDD1,NM_015952,,,,NM_001007464
HGNC:21385,RWDD2A,NM_033411,,,,NM_001322335
HGNC:21393,RWDD3,NM_015485,,,,NM_001128142
HGNC:23750,RWDD4,NM_152682,,,,NM_001307922
HGNC:19718,RXFP1,NM_021634,,217,Relaxin family peptide receptors,NM_001253727
HGNC:17318,RXFP2,NM_130806,,217,Relaxin family peptide receptors,NM_001166058
HGNC:24883,RXFP3,NM_016568,,217,Relaxin family peptide receptors,NM_016568
HGNC:14666,RXFP4,NM_181885,,217,Relaxin family peptide receptors,NM_181885
HGNC:10477,RXRA,NM_002957,,71|1691,Nuclear hormone receptors|MicroRNA protein coding host genes,NM_001291920
HGNC:10478,RXRB,NM_021976,,71,Nuclear hormone receptors,NM_001270401
HGNC:10479,RXRG,NM_006917,,71,Nuclear hormone receptors,NM_001256570
HGNC:13530,RXYLT1,NM_014254,,436,Glycosyltransferase family 8,NM_001278237
HGNC:10480,RYBP,NM_012234,,89,Zinc fingers RANBP2-type ,NM_012234
HGNC:10484,RYR2,NM_001035,,287|1492|863|1691,Ryanodine receptors|Armadillo-like helical domain containing|EF-hand domain containing|MicroRNA protein coding host genes,NM_001035
HGNC:3165,S1PR1,NM_001400,,206|471,Sphingosine 1-phosphate receptors|CD molecules,NM_001320730
HGNC:3169,S1PR2,NM_004230,,206|1152,Sphingosine 1-phosphate receptors|Deafness associated genes,NM_004230
HGNC:3167,S1PR3,NM_005226,,206,Sphingosine 1-phosphate receptors,NM_005226
HGNC:3170,S1PR4,NM_003775,,206,Sphingosine 1-phosphate receptors,NM_003775
HGNC:14299,S1PR5,NM_030760,,206,Sphingosine 1-phosphate receptors,NM_001166215
HGNC:10486,S100A1,NM_006271,,863|459,EF-hand domain containing|S100 calcium binding proteins,NM_006271
HGNC:10492,S100A2,NM_005978,,863|459,EF-hand domain containing|S100 calcium binding proteins,NM_001366406
HGNC:10493,S100A3,NM_002960,,459,S100 calcium binding proteins,NM_002960
HGNC:10494,S100A4,NM_002961,,863|459,EF-hand domain containing|S100 calcium binding proteins,NM_002961
HGNC:10495,S100A5,NM_002962,,863|459,EF-hand domain containing|S100 calcium binding proteins,NM_002962
HGNC:10496,S100A6,NM_014624,,863|459,EF-hand domain containing|S100 calcium binding proteins,NM_014624
HGNC:10497,S100A7,NM_002963,,863|459,EF-hand domain containing|S100 calcium binding proteins,NM_002963
HGNC:21657,S100A7A,NM_176823,,863|459,EF-hand domain containing|S100 calcium binding proteins,NM_176823
HGNC:21655,S100A7L2,NG_056907,,863|459,EF-hand domain containing|S100 calcium binding proteins,NG_056907
HGNC:10498,S100A8,NM_002964,,863|459,EF-hand domain containing|S100 calcium binding proteins,NM_001319196
HGNC:10499,S100A9,NM_002965,,863|459,EF-hand domain containing|S100 calcium binding proteins,NM_002965
HGNC:10487,S100A10,NM_002966,,459,S100 calcium binding proteins,NM_002966
HGNC:10488,S100A11,NM_005620,,863|459,EF-hand domain containing|S100 calcium binding proteins,NM_005620
HGNC:10489,S100A12,NM_005621,,863|459,EF-hand domain containing|S100 calcium binding proteins,NM_005621
HGNC:10490,S100A13,NM_005979,,459,S100 calcium binding proteins,NM_001024210
HGNC:18901,S100A14,NM_020672,,459,S100 calcium binding proteins,NM_020672
HGNC:20441,S100A16,NM_080388,,863|459,EF-hand domain containing|S100 calcium binding proteins,NM_001317007
HGNC:10500,S100B,NM_006272,,863|459,EF-hand domain containing|S100 calcium binding proteins,NM_006272
HGNC:1436,S100G,NM_004057,,863|459,EF-hand domain containing|S100 calcium binding proteins,NM_004057
HGNC:10504,S100P,NM_005980,,863|459,EF-hand domain containing|S100 calcium binding proteins,NM_005980
HGNC:25768,S100PBP,NM_022753,,,,NM_001256121
HGNC:30367,S100Z,NM_130772,,863|459,EF-hand domain containing|S100 calcium binding proteins,NM_130772
HGNC:10513,SAA1,NM_199161,,542,Receptor ligands,NM_000331
HGNC:10514,SAA2,NM_030754,,,,NM_001127380
HGNC:39550,SAA2-SAA4,NM_001199744.1,,,,NM_001199744
HGNC:10516,SAA4,NM_006512,,,,NM_006512
HGNC:25158,SAAL1,NM_138421,,1492,Armadillo-like helical domain containing,NM_138421
HGNC:30179,SAC3D1,NM_013299,,,,NM_001367485
HGNC:17059,SACM1L,NM_014016,,1079,Phosphoinositide phosphatases,NM_001319071
HGNC:10519,SACS,NM_014363,,584|694,DNAJ (HSP40) heat shock proteins|Protein phosphatase 1 regulatory subunits,NM_001278055
HGNC:30660,SAE1,NM_005500,,100,Ubiquitin like modifier activating enzymes,NM_001145713
HGNC:21605,SAFB2,NM_014649,,725,RNA binding motif containing,NM_014649
HGNC:10521,SAG,NM_000541,,1312,Classical arrestins,NM_000541
HGNC:30369,SAGE1,NM_018666,,1847,SAGE family,NM_018666
HGNC:10524,SALL1,NM_002968,,28,Zinc fingers C2H2-type,NM_001127892
HGNC:10526,SALL2,NM_005407,,28,Zinc fingers C2H2-type,NM_001291446
HGNC:10527,SALL3,NM_171999,,28,Zinc fingers C2H2-type,NM_171999
HGNC:17958,SAMD1,NM_138352,,760,Sterile alpha motif domain containing,NM_138352
HGNC:21574,SAMD3,NM_152552,,760,Sterile alpha motif domain containing,NM_001017373
HGNC:23023,SAMD4A,NM_015589,,1492|760,Armadillo-like helical domain containing|Sterile alpha motif domain containing,NM_001161576
HGNC:25492,SAMD4B,NM_018028,,1492|760,Armadillo-like helical domain containing|Sterile alpha motif domain containing,NM_001303614
HGNC:21180,SAMD5,NM_001030060,,760,Sterile alpha motif domain containing,NM_001030060
HGNC:25394,SAMD7,NM_182610,,760,Sterile alpha motif domain containing,NM_001304366
HGNC:1348,SAMD9,NM_017654,,760,Sterile alpha motif domain containing,NM_001193307
HGNC:1349,SAMD9L,NM_152703,,760,Sterile alpha motif domain containing,NM_001303496
HGNC:16129,SAMD10,NM_080621,,760,Sterile alpha motif domain containing,NM_080621
HGNC:28706,SAMD11,NM_152486,,760,Sterile alpha motif domain containing,NM_152486
HGNC:31750,SAMD12,NM_207506,,760,Sterile alpha motif domain containing,NM_001101676
HGNC:24582,SAMD13,NM_001010971,,760,Sterile alpha motif domain containing,NM_001010971
HGNC:27312,SAMD14,NM_174920,,760,Sterile alpha motif domain containing,NM_001257359
HGNC:18631,SAMD15,NM_001010860,,760,Sterile alpha motif domain containing,NM_001010860
HGNC:24276,SAMM50,NM_015380,,1685,Mitochondrial sorting and assembly machinery complex,NM_015380
HGNC:10530,SAP18,NM_005870,,1508|1236|1510|1306,Spliceosomal Bact complex|ASAP complex|Spliceosomal C complex|SIN3 histone deacetylase complex subunits,NM_001366643
HGNC:10532,SAP30,NM_003864,,1306,SIN3 histone deacetylase complex subunits,NM_003864
HGNC:30785,SAP30BP,NM_013260,,,,NM_001301839
HGNC:25663,SAP30L,NM_024632,,,,NM_001131062
HGNC:29813,SAP130,NM_024545,,,,NM_001145928
HGNC:13938,SAPCD1,NM_001039651,,,,NM_001039651
HGNC:28055,SAPCD2,NM_178448,,,,NM_178448
HGNC:10535,SAR1B,NM_016103,,357,ARF GTPase family,NM_001033503
HGNC:28789,SARAF,NM_016127,,,,NM_001284239
HGNC:17074,SARM1,NM_015077,,1492|760|1296,Armadillo-like helical domain containing|Sterile alpha motif domain containing|TIR domain containing,NM_015077
HGNC:24432,SARNP,NM_033082,,,,NM_033082
HGNC:19182,SASH1,NM_015278,,731|760,SAM and SH3 domain containing|Sterile alpha motif domain containing,NM_001346505
HGNC:15975,SASH3,NM_018990,,731|760,SAM and SH3 domain containing|Sterile alpha motif domain containing,NM_018990
HGNC:25403,SASS6,NM_194292,,,,NM_001304829
HGNC:10541,SATB1,NM_001131010,,527,CUT class homeoboxes and pseudogenes,NM_001131010
HGNC:21637,SATB2,NM_015265,,527,CUT class homeoboxes and pseudogenes,NM_001172509
HGNC:27992,SATL1,NM_001012980,,1134,GCN5 related N-acetyltransferases,NM_001012980
HGNC:28566,SAXO1,NM_153707,,,,NM_001287049
HGNC:33727,SAXO2,NM_001008226,,,,NM_001008226
HGNC:21025,SAYSD1,NM_018322,,,,NM_001304793
HGNC:19440,SBDS,NM_016038,,,,NM_016038
HGNC:21646,SBDSP1,NR_001588,,859,Transcribed pseudogenes with published function,NR_001588
HGNC:2135,SBF2,NM_030962,,903|504|682,Myotubularins|DENN domain containing|Pleckstrin homology domain containing,NM_030962
HGNC:17699,SBK1,NM_001024401,,,,NM_001024401
HGNC:34416,SBK2,NM_001101401,,,,NM_001370096
HGNC:22973,SBNO1,NM_018183,,1691,MicroRNA protein coding host genes,NM_001167856
HGNC:29158,SBNO2,NM_014963,,,,NM_001100122
HGNC:24950,SBSN,NM_198538,,,,NM_001166034
HGNC:30362,SBSPON,NM_153225,,,,NM_153225
HGNC:30403,SCAF1,NM_021228,,,,NM_021228
HGNC:19304,SCAF4,NM_020706,,725,RNA binding motif containing,NM_001145444
HGNC:20959,SCAF8,NM_014892,,725,RNA binding motif containing,NM_001286188
HGNC:10784,SCAF11,NM_004719,,58,Ring finger proteins,NM_004719
HGNC:26709,SCAI,NM_173690,,,,NM_001144877
HGNC:10563,SCAMP1,NM_004866,,735,Secretory carrier membrane proteins,NM_001290229
HGNC:10564,SCAMP2,NM_005697,,735,Secretory carrier membrane proteins,NM_001320778
HGNC:10565,SCAMP3,NM_005698,,735,Secretory carrier membrane proteins,NM_005698
HGNC:30385,SCAMP4,NM_079834,,735,Secretory carrier membrane proteins,NM_001329539
HGNC:30386,SCAMP5,NM_138967,,735,Secretory carrier membrane proteins,NM_001178111
HGNC:10566,SCAND1,NM_016558,,42,SCAN domain containing,NM_016558
HGNC:10567,SCAND2P,NR_003654,,,,NR_003654
HGNC:30634,SCAP,NM_012235,,362,WD repeat domain containing,NM_001320044
HGNC:13081,SCAPER,NM_020843,,28,Zinc fingers C2H2-type,NM_001145923
HGNC:19000,SCARA3,NM_016240,,1253|1691,Scavenger receptors|MicroRNA protein coding host genes,NM_016240
HGNC:28701,SCARA5,NM_173833,,1253|1404|1691,Scavenger receptors|Scavenger receptor cysteine rich domain containing|MicroRNA protein coding host genes,NM_173833
HGNC:1664,SCARB1,NM_005505,,1253,Scavenger receptors,NM_001082959
HGNC:1665,SCARB2,NM_005506,,1253,Scavenger receptors,NM_001204255
HGNC:16820,SCARF1,NM_003693,,1253,Scavenger receptors,NM_003693
HGNC:32555,SCARNA1,NR_002997,,847,Small Cajal body-specific RNAs,NR_002997
HGNC:32558,SCARNA2,NR_003023,,847,Small Cajal body-specific RNAs,NR_003023
HGNC:32577,SCARNA3,NR_002998,,847,Small Cajal body-specific RNAs,NR_002998
HGNC:32560,SCARNA4,NR_003005,,847,Small Cajal body-specific RNAs,NR_003005
HGNC:32561,SCARNA5,NR_003008,,847,Small Cajal body-specific RNAs,NR_003008
HGNC:32562,SCARNA6,NR_003006,,847,Small Cajal body-specific RNAs,NR_003006
HGNC:32563,SCARNA7,NR_003001,,847,Small Cajal body-specific RNAs,NR_003001
HGNC:32564,SCARNA8,NR_003009,,847,Small Cajal body-specific RNAs,NR_003009
HGNC:32566,SCARNA9,NR_002569,,847,Small Cajal body-specific RNAs,NR_002569
HGNC:33559,SCARNA9L,NR_023358,,847,Small Cajal body-specific RNAs,NR_023358
HGNC:32567,SCARNA10,NR_004387,,847,Small Cajal body-specific RNAs,NR_004387
HGNC:32568,SCARNA11,NR_003012,,847,Small Cajal body-specific RNAs,NR_003012
HGNC:32569,SCARNA12,NR_003010,,847,Small Cajal body-specific RNAs,NR_003010
HGNC:32570,SCARNA13,NR_003002,,847,Small Cajal body-specific RNAs,NR_003002
HGNC:32571,SCARNA14,NR_004388,,847,Small Cajal body-specific RNAs,NR_004388
HGNC:32572,SCARNA15,NR_003011,,847,Small Cajal body-specific RNAs,NR_003011
HGNC:32573,SCARNA16,NR_003013,,847,Small Cajal body-specific RNAs,NR_003013
HGNC:32574,SCARNA17,NR_003003,,847,Small Cajal body-specific RNAs,NR_003003
HGNC:32559,SCARNA18,NR_003139,,847,Small Cajal body-specific RNAs,NR_003139
HGNC:52236,SCARNA18B,NR_135615,,,,NR_135615
HGNC:32578,SCARNA20,NR_002999,,847,Small Cajal body-specific RNAs,NR_002999
HGNC:32579,SCARNA21,NR_003000,,847,Small Cajal body-specific RNAs,NR_003000
HGNC:52237,SCARNA21B,NR_135613,,,,NR_135613
HGNC:32580,SCARNA22,NR_003004,,847,Small Cajal body-specific RNAs,NR_003004
HGNC:32581,SCARNA23,NR_003007,,847,Small Cajal body-specific RNAs,NR_003007
HGNC:50388,SCARNA28,NR_132754,,847,Small Cajal body-specific RNAs,NR_132754
HGNC:32411,SCART1,NR_002934,,1404,Scavenger receptor cysteine rich domain containing,NR_149718
HGNC:24275,SCCPDH,NM_016002,,,,NM_016002
HGNC:21088,SCD5,NM_024906,,553|1691,Fatty acid desaturases|MicroRNA protein coding host genes,NM_001037582
HGNC:10573,SCEL,NM_144777,,1218,LIM domain containing,NM_001160706
HGNC:20726,SCFD1,NM_182835,,,,NM_001257376
HGNC:30676,SCFD2,NM_152540,,,,NM_152540
HGNC:10575,SCG2,NM_003469,,925,Granins,NM_003469
HGNC:13707,SCG3,NM_013243,,925,Granins,NM_001165257
HGNC:10816,SCG5,NM_003020,,925,Granins,NM_001144757
HGNC:12523,SCGB1A1,NM_003357,,734,Secretoglobins,NM_003357
HGNC:18394,SCGB1C1,NM_145651,,734,Secretoglobins,NM_145651
HGNC:18395,SCGB1D1,NM_006552,,734,Secretoglobins,NM_006552
HGNC:18396,SCGB1D2,NM_006551,,734,Secretoglobins,NM_006551
HGNC:31748,SCGB1D4,NM_206998,,734,Secretoglobins,NM_206998
HGNC:7051,SCGB2A1,NM_002407,,734,Secretoglobins,NM_002407
HGNC:7050,SCGB2A2,NM_002411,,734,Secretoglobins,NM_002411
HGNC:27616,SCGB2B2,NM_001025591,,734,Secretoglobins,NM_001025591
HGNC:18384,SCGB3A1,NM_052863,,734,Secretoglobins,NM_052863
HGNC:18391,SCGB3A2,NM_054023,,734,Secretoglobins,NM_054023
HGNC:15678,SCHIP1,NM_014575,,1691,MicroRNA protein coding host genes,NM_001197107
HGNC:33504,SCIMP,NM_207103,,,,NM_001271842
HGNC:21695,SCIN,NM_033128,,950,Gelsolin/villins,NM_001112706
HGNC:26406,SCLT1,NM_144643,,,,NM_001300897
HGNC:10580,SCML1,NM_006746,,760,Sterile alpha motif domain containing,NM_001037535
HGNC:10581,SCML2,NM_006089,,760|1263,Sterile alpha motif domain containing|MBT domain containing,NM_006089
HGNC:21397,SCML4,NM_198081,,760,Sterile alpha motif domain containing,NM_001286408
HGNC:10585,SCN1A,NM_006920,,1203,Sodium voltage-gated channel alpha subunits,NM_001165963
HGNC:10588,SCN2A,NM_021007,,1203,Sodium voltage-gated channel alpha subunits,NM_001040142
HGNC:10589,SCN2B,NM_004588,,1204|590,Sodium voltage-gated channel beta subunits|V-set domain containing,NM_004588
HGNC:10590,SCN3A,NM_006922,,1203,Sodium voltage-gated channel alpha subunits,NM_001081676
HGNC:20665,SCN3B,NM_018400,,1204|590,Sodium voltage-gated channel beta subunits|V-set domain containing,NM_001040151
HGNC:10591,SCN4A,NM_000334,,1203,Sodium voltage-gated channel alpha subunits,NM_000334
HGNC:10593,SCN5A,NM_198056,,1203,Sodium voltage-gated channel alpha subunits,NM_000335
HGNC:10596,SCN8A,NM_014191,,1203,Sodium voltage-gated channel alpha subunits,NM_001177984
HGNC:10597,SCN9A,NM_002977,,1203,Sodium voltage-gated channel alpha subunits,NM_001365536
HGNC:10582,SCN10A,NM_006514,,1203,Sodium voltage-gated channel alpha subunits,NM_001293306
HGNC:10583,SCN11A,NM_014139,,1203,Sodium voltage-gated channel alpha subunits,NM_001349253
HGNC:23136,SCNM1,NM_024041,,,,NM_001204856
HGNC:10601,SCNN1D,NM_002978,,185,Sodium channels epithelial,NM_001130413
HGNC:10602,SCNN1G,NM_001039,,185,Sodium channels epithelial,NM_001039
HGNC:10603,SCO1,NM_004589,,645,Mitochondrial respiratory chain complex assembly factors,NM_004589
HGNC:10604,SCO2,NM_005138,,645,Mitochondrial respiratory chain complex assembly factors,NM_001169109
HGNC:10606,SCP2,NM_002979,,1691,MicroRNA protein coding host genes,NM_001007098
HGNC:16211,SCP2D1,NM_178483,,,,NM_178483
HGNC:29507,SCPEP1,NM_021626,,1321,M14 carboxypeptidases,NM_021626
HGNC:17036,SCRG1,NM_007281,,,,NM_001329597
HGNC:30377,SCRIB,NM_015356,,1224|1220|1691,Scribble complex|PDZ domain containing|MicroRNA protein coding host genes,NM_015356
HGNC:22192,SCRN1,NM_014766,,,,NM_001145513
HGNC:30381,SCRN2,NM_138355,,,,NM_001145023
HGNC:30382,SCRN3,NM_024583,,,,NM_001193528
HGNC:15950,SCRT1,NM_031309,,1259|28,SNAG transcriptional repressors|Zinc fingers C2H2-type,NM_031309
HGNC:15952,SCRT2,NM_033129,,1259|28,SNAG transcriptional repressors|Zinc fingers C2H2-type,NM_033129
HGNC:10607,SCT,NM_021920,,1902,Neuropeptides,NM_021920
HGNC:13441,SCUBE1,NM_173050,,,,NM_173050
HGNC:30425,SCUBE2,NM_020974,,1691,MicroRNA protein coding host genes,NM_001170690
HGNC:13655,SCUBE3,NM_152753,,,,NM_001303136
HGNC:32322,SCX,NM_001080514,,420,Basic helix-loop-helix proteins,NM_001080514
HGNC:14372,SCYL1,NM_020680,,1492|1033,Armadillo-like helical domain containing|SCY1 like pseudokinases,NM_001048218
HGNC:19286,SCYL2,NM_017988,,1492|1033,Armadillo-like helical domain containing|SCY1 like pseudokinases,NM_001317784
HGNC:19285,SCYL3,NM_181093,,1033,SCY1 like pseudokinases,NM_020423
HGNC:25537,SDAD1,NM_018115,,1492,Armadillo-like helical domain containing,NM_001288983
HGNC:10658,SDC1,NM_001006946,,571|471,Syndecans|CD molecules,NM_001006946
HGNC:10659,SDC2,NM_002998,,571|471,Syndecans|CD molecules,NM_002998
HGNC:10660,SDC3,NM_014654,,571,Syndecans,NM_014654
HGNC:10661,SDC4,NM_002999,,571,Syndecans,NM_002999
HGNC:10662,SDCBP,NM_005625,,1220,PDZ domain containing,NM_001007067
HGNC:15756,SDCBP2,NM_080489,,1220,PDZ domain containing,NM_001199784
HGNC:10671,SDCCAG8,NM_006642,,980|1691,Bardet-Biedl syndrome associated|MicroRNA protein coding host genes,NM_001350246
HGNC:26643,SDE2,NM_152608,,1516|1510,Spliceosomal P complex|Spliceosomal C complex,NM_152608
HGNC:10675,SDF2,NM_006923,,,,NM_006923
HGNC:10676,SDF2L1,NM_022044,,,,NM_022044
HGNC:24188,SDF4,NM_016176,,863,EF-hand domain containing,NM_016176
HGNC:10680,SDHA,NM_004168,,641,Mitochondrial complex II: succinate dehydrogenase subunits,NM_001294332
HGNC:33867,SDHAF1,NM_001042631,,635|645,LYR motif containing|Mitochondrial respiratory chain complex assembly factors,NM_001042631
HGNC:26034,SDHAF2,NM_017841,,645,Mitochondrial respiratory chain complex assembly factors,NM_017841
HGNC:21752,SDHAF3,NM_020186,,635|645,LYR motif containing|Mitochondrial respiratory chain complex assembly factors,NM_020186
HGNC:20957,SDHAF4,NM_145267,,645,Mitochondrial respiratory chain complex assembly factors,NM_145267
HGNC:10682,SDHC,NM_003001,,641,Mitochondrial complex II: succinate dehydrogenase subunits,NM_001035511
HGNC:10683,SDHD,NM_003002,,641,Mitochondrial complex II: succinate dehydrogenase subunits,NM_001276503
HGNC:19307,SDK1,NM_152744,,555|593|1410|594,Fibronectin type III domain containing|I-set domain containing|Ig-like cell adhesion molecule family|Immunoglobulin like domain containing,NM_001079653
HGNC:19308,SDK2,NM_019064,,555|593|594,Fibronectin type III domain containing|I-set domain containing|Immunoglobulin like domain containing,NM_001144952
HGNC:30404,SDSL,NM_138432,,,,NM_001304993
HGNC:32942,SEBOX,NM_001080837,,521,PRD class homeoboxes and pseudogenes,NM_001080837
HGNC:17718,SEC11A,NM_014300,,,,NM_001271918
HGNC:31884,SEC11B,NG_008902,,,,NG_008902
HGNC:23400,SEC11C,NM_033280,,,,NM_001307941
HGNC:10697,SEC13,NM_001136026,,1395|362|1051,GATOR2 subcomplex|WD repeat domain containing|Nucleoporins,NM_001136026
HGNC:10698,SEC14L1,NM_003003,,1063|1295,SEC14 family|PRELI domain containing,NM_001039573
HGNC:10699,SEC14L2,NM_012429,,1063,SEC14 family,NM_001204204
HGNC:18655,SEC14L3,NM_174975,,1063,SEC14 family,NM_001257378
HGNC:20627,SEC14L4,NM_174977,,1063,SEC14 family,NM_001161368
HGNC:29032,SEC14L5,NM_014692,,1063|1295,SEC14 family|PRELI domain containing,NM_014692
HGNC:40047,SEC14L6,NM_001193336,,1063,SEC14 family,NM_001193336
HGNC:29006,SEC16A,NM_014866,,,,NM_001276418
HGNC:30301,SEC16B,NM_033127,,,,NM_001356499
HGNC:20260,SEC22A,NM_012430,,1124,SNAREs,NM_012430
HGNC:10700,SEC22B,NM_004892,,1124,SNAREs,NM_004892
HGNC:16828,SEC22C,NM_004206,,1124,SNAREs,NM_001201572
HGNC:10701,SEC23A,NM_006364,,,,NM_006364
HGNC:10703,SEC24A,NM_021982,,,,NM_001252231
HGNC:17052,SEC31A,NM_016211,,362,WD repeat domain containing,NM_001077206
HGNC:23197,SEC31B,NM_015490,,362,WD repeat domain containing,NM_015490
HGNC:18276,SEC61A1,NM_013336,,,,NM_013336
HGNC:17702,SEC61A2,NM_018144,,,,NM_001142627
HGNC:16993,SEC61B,NM_006808,,,,NM_006808
HGNC:18277,SEC61G,NM_014302,,,,NM_001012456
HGNC:21082,SEC63,NM_007214,,584,DNAJ (HSP40) heat shock proteins,NM_007214
HGNC:30972,SECISBP2,NM_024077,,,,NM_001282688
HGNC:28997,SECISBP2L,NM_014701,,,,NM_001193489
HGNC:10707,SECTM1,NM_003004,,,,NM_003004
HGNC:30379,SEH1L,NM_031216,,1395|362|1051,GATOR2 subcomplex|WD repeat domain containing|Nucleoporins,NM_001013437
HGNC:10717,SEL1L,NM_005065,,,,NM_001244984
HGNC:15897,SEL1L2,NM_025229,,,,NM_001271539
HGNC:29108,SEL1L3,NM_015187,,,,NM_001297592
HGNC:10718,SELE,NM_000450,,1179|945|1298|471,Sushi domain containing|Selectins|C-type lectin domain containing|CD molecules,NM_000450
HGNC:17705,SELENOF,NM_004261,,890,Selenoproteins,NM_004261
HGNC:18251,SELENOH,NM_170746,,890,Selenoproteins,NM_001321335
HGNC:30394,SELENOK,NM_021237,,890,Selenoproteins,NM_021237
HGNC:30397,SELENOM,NM_080430,,890,Selenoproteins,NM_080430
HGNC:15999,SELENON,NM_020451,,890|863,Selenoproteins|EF-hand domain containing,NM_020451
HGNC:30395,SELENOO,NM_031454,,890,Selenoproteins,NM_031454
HGNC:10751,SELENOP,NM_005410,,890,Selenoproteins,NM_001085486
HGNC:30396,SELENOS,NM_018445,,890,Selenoproteins,NM_018445
HGNC:18136,SELENOT,NM_016275,,890,Selenoproteins,NM_016275
HGNC:30399,SELENOV,NM_182704,,890,Selenoproteins,NM_001350809
HGNC:10752,SELENOW,NM_003009,,890,Selenoproteins,NM_003009
HGNC:10720,SELL,NM_000655,,1179|945|1298|471,Sushi domain containing|Selectins|C-type lectin domain containing|CD molecules,NM_000655
HGNC:10721,SELP,NM_003005,,1179|945|1298|471,Sushi domain containing|Selectins|C-type lectin domain containing|CD molecules,NM_003005
HGNC:10845,SEM1,NM_006304,,1276,Transcription and export complex 2,NM_006304
HGNC:10723,SEMA3A,NM_006080,,736|594,Semaphorins|Immunoglobulin like domain containing,NM_006080
HGNC:10724,SEMA3B,NM_001005914,,736|1691|594,Semaphorins|MicroRNA protein coding host genes|Immunoglobulin like domain containing,NM_001005914
HGNC:10725,SEMA3C,NM_006379,,593|736,I-set domain containing|Semaphorins,NM_001350120
